the_date,winner,loser,dma_name,day_of_week,total_wins,avg_wins,stddev_wins,n_periods,zscore
2025-06-21,Spectrum,Altice,"Myrtle Beach-Florence, SC",6,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Spectrum,Windstream,"Macon, GA",6,2.0,4.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,Spectrum,Frontier,"Rochester, NY",6,1.0,5.5,0.7071067811865476,2,-6.363961030678928
2025-06-21,Spectrum,Comcast,"Evansville, IN",6,4.0,1.0,0.816496580927726,4,3.6742346141747673
2025-06-21,Spectrum,AT&T,"Orlando-Daytona Beach-Melbourne, FL",6,32.0,40.5,0.7071067811865476,2,-12.020815280171307
2025-06-21,Spectrum,Altice,"Tampa-St. Petersburg, FL",6,8.0,2.5,0.7071067811865476,2,7.7781745930520225
2025-06-21,Spectrum,AT&T,"Albany-Schenectady-Troy, NY",6,5.0,1.0,1.224744871391589,5,3.2659863237109046
2025-06-21,Spectrum,Comcast,"Duluth, MN-Superior, WI",6,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-21,Spectrum,AT&T,"Tampa-St. Petersburg, FL",6,19.0,21.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,Spectrum,TDS Telecom,"Wausau-Rhinelander, WI",6,1.0,4.5,0.7071067811865476,2,-4.949747468305833
2025-06-21,Spectrum,CenturyLink,"Green Bay-Appleton, WI",6,0.0,1.6666666666666667,0.5773502691896258,3,-2.8867513459481287
2025-06-21,Spectrum,Altice,"Albany-Schenectady-Troy, NY",6,4.0,1.6666666666666667,0.5773502691896258,3,4.04145188432738
2025-06-21,Spectrum,Comcast,"Bakersfield, CA",6,9.0,1.5,0.7071067811865476,2,10.606601717798211
2025-06-21,Spectrum,Ziply Fiber,"Yakima-Pasco-Richland-Kennewick, WA",6,0.0,5.5,2.1213203435596424,2,-2.5927248643506746
2025-06-21,Spectrum,Comcast,"Cincinnati, OH",6,19.0,5.75,4.9916597106239795,4,2.6544277390943565
2025-06-21,Spectrum,Cox Communications,"New York, NY",6,5.0,2.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Spectrum,AT&T,"Evansville, IN",6,3.0,1.25,0.5,4,3.5
2025-06-21,Spectrum,AT&T,"Wichita-Hutchinson, KS Plus",6,13.0,4.5,0.7071067811865476,2,12.020815280171307
2025-06-21,Spectrum,AT&T,"Beaumont-Port Arthur, TX",6,2.0,6.5,0.7071067811865476,2,-6.363961030678928
2025-06-21,Spectrum,Comcast,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",6,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-06-21,Spectrum,Cox Communications,"Tampa-St. Petersburg, FL",6,13.0,5.0,1.4142135623730951,2,5.65685424949238
2025-06-21,Spectrum,Lumos,"Greensboro-High Point-Winston Salem, NC",6,3.0,8.5,0.7071067811865476,2,-7.7781745930520225
2025-06-21,Spectrum,CenturyLink,"Yakima-Pasco-Richland-Kennewick, WA",6,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-21,Spectrum,Frontier,"Hartford & New Haven, CT",6,5.0,1.0,1.4142135623730951,2,2.82842712474619
2025-06-21,Spectrum,Comcast,"Springfield-Holyoke, MA",6,2.0,4.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,Spectrum,AT&T,"Jackson, TN",6,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-06-21,Spectrum,Comcast,"St. Louis, MO",6,17.0,7.5,3.415650255319866,4,2.7813152079033197
2025-06-21,Spectrum,Atlantic Telephone Cooperative,"Wilmington, NC",6,6.0,2.5,0.7071067811865476,2,4.949747468305833
2025-06-21,Spectrum,Comcast,"Boston, MA",6,12.0,2.4,2.4083189157584592,5,3.9861830329795183
2025-06-21,Spectrum,Comcast,"Albany-Schenectady-Troy, NY",6,13.0,3.6,2.8809720581775866,5,3.26278763215293
2025-06-21,Spectrum,Comcast,"Orlando-Daytona Beach-Melbourne, FL",6,73.0,53.0,5.656854249492381,2,3.5355339059327373
2025-06-21,Spectrum,Brightspeed,"Tampa-St. Petersburg, FL",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Spectrum,Brightspeed,"Waco-Temple-Bryan, TX",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Spectrum,Comcast,"El Paso, TX",6,0.0,4.5,0.7071067811865476,2,-6.363961030678928
2025-06-21,Spectrum,AT&T,"Green Bay-Appleton, WI",6,9.0,4.0,1.4142135623730951,2,3.5355339059327373
2025-06-21,Spectrum,Verizon FWA,"Tampa-St. Petersburg, FL",6,1.0,4.5,0.7071067811865476,2,-4.949747468305833
2025-06-21,Spectrum,TDS Telecom,"Green Bay-Appleton, WI",6,6.0,0.6666666666666666,1.1547005383792517,3,4.618802153517005
2025-06-21,Spectrum,Comcast,"San Antonio, TX",6,16.0,8.0,1.4142135623730951,2,5.65685424949238
2025-06-21,Spectrum,Starlink,"Reno, NV",6,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-21,Spectrum,Comcast,"Raleigh-Durham, NC",6,28.0,20.0,1.4142135623730951,2,5.65685424949238
2025-06-21,Spectrum,WOW!,"Traverse City-Cadillac, MI",6,5.0,1.5,0.7071067811865476,2,4.949747468305833
2025-06-21,Spectrum,T-Mobile FWA,"Evansville, IN",6,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-06-21,Spectrum,Horry,"Myrtle Beach-Florence, SC",6,8.0,1.0,1.0,3,7.0
2025-06-21,Spectrum,T-Mobile FWA,"Louisville, KY",6,4.0,1.4,0.8944271909999159,5,2.906888370749727
2025-06-21,Spectrum,T-Mobile FWA,"Dallas-Ft. Worth, TX",6,26.0,23.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Spectrum,AT&T,"Indianapolis, IN",6,0.0,8.0,2.8284271247461903,2,-2.82842712474619
2025-06-21,Spectrum,Comcast,"Dayton, OH",6,10.0,5.0,1.4142135623730951,2,3.5355339059327373
2025-06-21,Spectrum,T-Mobile FWA,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",6,3.0,0.6,0.5477225575051661,5,4.3817804600413295
2025-06-21,Spectrum,Starlink,"Dallas-Ft. Worth, TX",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Spectrum,T-Mobile FWA,"Birmingham, AL",6,8.0,2.5,0.7071067811865476,2,7.7781745930520225
2025-06-21,Starlink,Spectrum,"New York, NY",6,1.0,2.5,0.5773502691896257,4,-2.598076211353316
2025-06-21,Starlink,Comcast,"San Francisco-Oakland-San Jose, CA",6,1.0,5.5,0.7071067811865476,2,-6.363961030678928
2025-06-21,Summit Broadband,Spectrum,"Orlando-Daytona Beach-Melbourne, FL",6,7.0,3.0,1.4142135623730951,2,2.82842712474619
2025-06-21,T-Mobile FWA,AT&T,"Baton Rouge, LA",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,T-Mobile FWA,Frontier,"New York, NY",6,2.0,0.6,0.5477225575051661,5,2.556038601690775
2025-06-21,T-Mobile FWA,Comcast,"Austin, TX",6,6.0,3.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,T-Mobile FWA,Spectrum,"Columbus, OH",6,9.0,5.5,0.7071067811865476,2,4.949747468305833
2025-06-21,T-Mobile FWA,Spectrum,"San Antonio, TX",6,12.0,20.5,2.1213203435596424,2,-4.00693842672377
2025-06-21,T-Mobile FWA,Spectrum,"Montgomery-Selma, AL",6,2.0,4.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,Cox Communications,"New Orleans, LA",6,4.0,6.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,Spectrum,"Detroit, MI",6,11.0,5.5,0.7071067811865476,2,7.7781745930520225
2025-06-21,T-Mobile FWA,Comcast,"Myrtle Beach-Florence, SC",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,T-Mobile FWA,Altice,"Wichita-Hutchinson, KS Plus",6,5.0,0.5,0.7071067811865476,2,6.363961030678928
2025-06-21,T-Mobile FWA,Spectrum,"Sacramento-Stockton-Modesto, CA",6,8.0,4.5,0.7071067811865476,2,4.949747468305833
2025-06-21,T-Mobile FWA,Spectrum,"Atlanta, GA",6,14.0,21.5,0.7071067811865476,2,-10.606601717798211
2025-06-21,T-Mobile FWA,Cox Communications,"Norfolk-Portsmouth-Newport News, VA",6,5.0,1.5,0.7071067811865476,2,4.949747468305833
2025-06-21,T-Mobile FWA,Verizon,"Philadelphia, PA",6,12.0,1.4,0.5477225575051662,5,19.352863698515865
2025-06-21,T-Mobile FWA,AT&T,"West Palm Beach-Ft. Pierce, FL",6,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,T-Mobile FWA,Comcast,"Albuquerque-Santa Fe, NM",6,11.0,5.5,0.7071067811865476,2,7.7781745930520225
2025-06-21,T-Mobile FWA,AT&T,"El Paso, TX",6,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-21,T-Mobile FWA,AT&T,"Savannah, GA",6,3.0,0.5,0.5773502691896257,4,4.330127018922194
2025-06-21,T-Mobile FWA,CenturyLink,"Boise, ID",6,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,T-Mobile FWA,Comcast,"Birmingham, AL",6,7.0,2.0,1.4142135623730951,2,3.5355339059327373
2025-06-21,T-Mobile FWA,Spectrum,"Kansas City, MO",6,10.0,2.25,1.2583057392117916,4,6.159075460352454
2025-06-21,T-Mobile FWA,Comcast,"Columbus, GA",6,3.0,0.75,0.5,4,4.5
2025-06-21,T-Mobile FWA,Spectrum,"Orlando-Daytona Beach-Melbourne, FL",6,21.0,23.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,AT&T,"Wichita-Hutchinson, KS Plus",6,2.0,4.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,Altice,"Atlanta, GA",6,1.0,3.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,AT&T,"Oklahoma City, OK",6,1.0,5.5,0.7071067811865476,2,-6.363961030678928
2025-06-21,T-Mobile FWA,Comcast,"Baltimore, MD",6,10.0,15.0,1.4142135623730951,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,Cox Communications,"Los Angeles, CA",6,2.0,4.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,Comcast,"New Orleans, LA",6,3.0,5.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,Verizon FWA,"Houston, TX",6,2.0,4.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,Comcast,"Wichita-Hutchinson, KS Plus",6,8.0,15.5,2.1213203435596424,2,-3.5355339059327378
2025-06-21,T-Mobile FWA,Comcast,"Charleston, SC",6,1.0,4.5,0.7071067811865476,2,-4.949747468305833
2025-06-21,T-Mobile FWA,Comcast,"Washington, DC",6,17.0,6.555555555555555,4.126472801046649,9,2.531082827395661
2025-06-21,T-Mobile FWA,Comcast,"Atlanta, GA",6,28.0,37.5,0.7071067811865476,2,-13.435028842544401
2025-06-21,T-Mobile FWA,Spectrum,"Pittsburgh, PA",6,6.0,3.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,T-Mobile FWA,AT&T,"Detroit, MI",6,0.0,6.5,0.7071067811865476,2,-9.192388155425117
2025-06-21,T-Mobile FWA,Altice,"Houston, TX",6,6.0,8.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,Cox Communications,"Houston, TX",6,2.0,4.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,AT&T,"Jacksonville, FL",6,1.0,6.0,1.4142135623730951,2,-3.5355339059327373
2025-06-21,T-Mobile FWA,Altice,"Chicago, IL",6,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-21,T-Mobile FWA,Verizon,"Atlanta, GA",6,6.0,2.0,1.4142135623730951,2,2.82842712474619
2025-06-21,T-Mobile FWA,AT&T,"Odessa-Midland, TX",6,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,TDS Telecom,Cable One,"Boise, ID",6,1.0,4.5,0.7071067811865476,2,-4.949747468305833
2025-06-21,TDS Telecom,Comcast,"Albuquerque-Santa Fe, NM",6,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-21,Verizon,Cox Communications,"Boston, MA",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Verizon,Spectrum,"Baltimore, MD",6,10.0,5.5,0.7071067811865476,2,6.363961030678928
2025-06-21,Verizon,Altice,"Washington, DC",6,2.0,0.5,0.5477225575051661,6,2.7386127875258306
2025-06-21,Verizon,T-Mobile FWA,"Boston, MA",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Verizon,T-Mobile FWA,"Richmond-Petersburg, VA",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Verizon,Altice,"Cleveland-Akron, OH",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Verizon,AT&T,"New York, NY",6,4.0,7.6,1.3416407864998738,5,-2.6832815729997472
2025-06-21,Verizon,Cox Communications,"Norfolk-Portsmouth-Newport News, VA",6,6.0,10.0,1.4142135623730951,2,-2.82842712474619
2025-06-21,Verizon,Atlantic Broadband,"Washington, DC",6,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-06-21,Verizon,Comcast,"Harrisburg-Lancaster-Lebanon-York, PA",6,2.0,6.0,1.4142135623730951,2,-2.82842712474619
2025-06-21,Verizon,Cox Communications,"New York, NY",6,0.0,3.0,0.816496580927726,4,-3.6742346141747673
2025-06-21,Verizon,AT&T,"Boston, MA",6,5.0,2.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Verizon,Spectrum,"Norfolk-Portsmouth-Newport News, VA",6,8.0,4.0,1.4142135623730951,2,2.82842712474619
2025-06-21,Verizon FWA,AT&T,"New York, NY",6,8.0,1.8,1.6431676725154984,5,3.773199840591144
2025-06-21,Verizon FWA,Spectrum,"Buffalo, NY",6,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Verizon FWA,Comcast,"Dallas-Ft. Worth, TX",6,1.0,7.5,2.1213203435596424,2,-3.0641293851417064
2025-06-21,Verizon FWA,Spectrum,"Boston, MA",6,5.0,1.6666666666666667,1.1547005383792517,3,2.886751345948128
2025-06-21,Verizon FWA,Comcast,"Minneapolis-St. Paul, MN",6,0.0,5.0,1.4142135623730951,2,-3.5355339059327373
2025-06-21,Verizon FWA,Comcast,"Little Rock-Pine Bluff, AR",6,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-06-21,Verizon FWA,Cox Communications,"Mobile, AL-Pensacola, FL",6,5.0,0.6666666666666666,0.5773502691896258,3,7.505553499465133
2025-06-21,Verizon FWA,Comcast,"Baltimore, MD",6,4.0,8.0,1.4142135623730951,2,-2.82842712474619
2025-06-21,Verizon FWA,Altice,"Phoenix, AZ",6,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-06-21,Verizon FWA,AT&T,"Indianapolis, IN",6,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-06-21,Verizon FWA,Spectrum,"El Paso, TX",6,5.0,1.5,0.7071067811865476,2,4.949747468305833
2025-06-21,Verizon FWA,Comcast,"Jacksonville, FL",6,3.0,7.0,1.4142135623730951,2,-2.82842712474619
2025-06-21,Verizon FWA,Spectrum,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",6,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-06-21,Verizon FWA,Spectrum,"Greensboro-High Point-Winston Salem, NC",6,10.0,5.0,1.4142135623730951,2,3.5355339059327373
2025-06-21,Verizon FWA,Spectrum,"Monterey-Salinas, CA",6,5.0,0.5,0.7071067811865476,2,6.363961030678928
2025-06-21,Verizon FWA,Comcast,"Augusta, GA-Aiken, SC",6,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-21,Verizon FWA,Comcast,"Richmond-Petersburg, VA",6,6.0,1.5,0.7071067811865476,2,6.363961030678928
2025-06-21,Verizon FWA,Verizon,"New York, NY",6,6.0,2.0,0.816496580927726,4,4.898979485566356
2025-06-21,Verizon FWA,Armstrong,"Pittsburgh, PA",6,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,Verizon FWA,Spectrum,"Kansas City, MO",6,3.0,1.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-21,Verizon FWA,CenturyLink,"Minneapolis-St. Paul, MN",6,6.0,1.5,0.7071067811865476,2,6.363961030678928
2025-06-21,Verizon FWA,Cox Communications,"Miami-Ft. Lauderdale, FL",6,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,Verizon FWA,AT&T,"New Orleans, LA",6,1.0,3.5,0.7071067811865476,2,-3.5355339059327373
2025-06-21,WK&T,Spectrum,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",6,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-21,WOW!,AT&T,"Detroit, MI",6,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,WOW!,Spectrum,"Tampa-St. Petersburg, FL",6,2.0,6.5,0.7071067811865476,2,-6.363961030678928
2025-06-21,WOW!,Comcast,"Atlanta, GA",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,West River Telecommunications Cooperative,Midcontinent,"Minot-Bismarck-Dickinson, ND",6,5.0,1.5,0.7071067811865476,2,4.949747468305833
2025-06-21,Windstream,Comcast,"Atlanta, GA",6,0.0,10.0,1.4142135623730951,2,-7.071067811865475
2025-06-21,Windstream,Spectrum,"Tallahassee, FL-Thomasville, GA",6,3.0,0.75,0.5,4,4.5
2025-06-21,Windstream,Spectrum,"Pittsburgh, PA",6,5.0,1.5,0.7071067811865476,2,4.949747468305833
2025-06-21,Ziply Fiber,Spectrum,"Eugene, OR",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-21,Ziply Fiber,Comcast,"Spokane, WA",6,7.0,1.75,1.2583057392117916,4,4.172276924754888
2025-06-21,Ziply Fiber,Comcast,"Seattle-Tacoma, WA",6,19.0,15.5,0.7071067811865476,2,4.949747468305833
2025-06-22,AT&T,Cox Communications,"Lafayette, LA",0,4.0,1.3333333333333333,0.5773502691896257,3,4.618802153517007
2025-06-22,AT&T,Spectrum,"Sacramento-Stockton-Modesto, CA",0,8.0,4.666666666666667,1.1547005383792517,3,2.886751345948128
2025-06-22,AT&T,Verizon,"Orlando-Daytona Beach-Melbourne, FL",0,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-22,AT&T,Spectrum,"Cleveland-Akron, OH",0,11.0,14.333333333333334,1.1547005383792517,3,-2.886751345948129
2025-06-22,AT&T,Cox Communications,"Houston, TX",0,5.0,2.0,1.0,3,3.0
2025-06-22,AT&T,Peoples Communications (TX),"Dallas-Ft. Worth, TX",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,AT&T,Verizon,"Houston, TX",0,6.0,1.6666666666666667,1.5275252316519465,3,2.836832573067901
2025-06-22,AT&T,Altice,"Lake Charles, LA",0,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-06-22,AT&T,Comcast,"Phoenix, AZ",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,AT&T,Frontier,"Indianapolis, IN",0,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-22,AT&T,Comcast,"Dallas-Ft. Worth, TX",0,25.0,14.333333333333334,1.1547005383792515,3,9.237604307034012
2025-06-22,AT&T,Spectrum,"Orlando-Daytona Beach-Melbourne, FL",0,25.0,38.0,1.7320508075688772,3,-7.505553499465135
2025-06-22,AT&T,Spectrum,"Tampa-St. Petersburg, FL",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,AT&T,Spectrum,"Mobile, AL-Pensacola, FL",0,8.0,1.8333333333333333,1.1690451944500122,6,5.27496002373786
2025-06-22,AT&T,WOW!,"Detroit, MI",0,0.0,4.0,1.0,3,-4.0
2025-06-22,AT&T,Comcast,"South Bend-Elkhart, IN",0,2.0,0.4,0.5477225575051661,5,2.921186973360886
2025-06-22,AT&T,Frontier,"Los Angeles, CA",0,5.0,2.3333333333333335,0.5773502691896258,3,4.618802153517005
2025-06-22,AT&T,T-Mobile FWA,"San Antonio, TX",0,0.0,1.6666666666666667,0.5773502691896258,3,-2.8867513459481287
2025-06-22,AT&T,Altice,"Houston, TX",0,8.0,2.6666666666666665,1.1547005383792517,3,4.618802153517006
2025-06-22,AT&T,Comcast,"West Palm Beach-Ft. Pierce, FL",0,23.0,16.0,2.6457513110645907,3,2.6457513110645903
2025-06-22,AT&T,Hotwire Fision,"Miami-Ft. Lauderdale, FL",0,1.0,2.6666666666666665,0.5773502691896258,3,-2.886751345948128
2025-06-22,AT&T,Spectrum,"Memphis, TN",0,6.0,1.3333333333333333,0.7071067811865476,9,6.599663291074443
2025-06-22,AT&T,T-Mobile FWA,"Raleigh-Durham, NC",0,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-22,AT&T,Mediacom,"Mobile, AL-Pensacola, FL",0,3.0,1.3333333333333333,0.5163977794943223,6,3.227486121839514
2025-06-22,AT&T,Cox Communications,"Wichita-Hutchinson, KS Plus",0,9.0,4.666666666666667,1.1547005383792515,3,3.7527767497325675
2025-06-22,AT&T,Cox Communications,"Baton Rouge, LA",0,0.0,6.666666666666667,0.5773502691896257,3,-11.547005383792516
2025-06-22,AT&T,Spectrum,"San Diego, CA",0,6.0,8.333333333333334,0.5773502691896258,3,-4.041451884327381
2025-06-22,AT&T,Verizon,"Dallas-Ft. Worth, TX",0,8.0,4.333333333333333,0.5773502691896257,3,6.350852961085884
2025-06-22,AT&T,Spectrum,"San Francisco-Oakland-San Jose, CA",0,15.0,6.333333333333333,2.3094010767585034,3,3.7527767497325675
2025-06-22,AT&T,Comcast,"San Francisco-Oakland-San Jose, CA",0,27.0,31.333333333333332,1.5275252316519463,3,-2.836832573067901
2025-06-22,AT&T,Verizon,"West Palm Beach-Ft. Pierce, FL",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,AT&T,Spectrum,"Oklahoma City, OK",0,0.0,2.6666666666666665,0.5773502691896258,3,-4.618802153517005
2025-06-22,AT&T,Spectrum,"Shreveport, LA",0,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-06-22,Altice,Comcast,"Houston, TX",0,6.0,2.6666666666666665,0.5773502691896257,3,5.773502691896258
2025-06-22,Altice,T-Mobile FWA,"Philadelphia, PA",0,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-22,Altice,Comcast,"Dallas-Ft. Worth, TX",0,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-06-22,Altice,Frontier,"Dallas-Ft. Worth, TX",0,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-22,Altice,AT&T,"Shreveport, LA",0,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-06-22,Altice,AT&T,"Lubbock, TX",0,6.0,2.0,1.0,3,4.0
2025-06-22,Altice,Brightspeed,"Greenville-New Bern-Washington, NC",0,0.0,2.6666666666666665,0.5773502691896257,3,-4.618802153517006
2025-06-22,Altice,Frontier,"Parkersburg, WV",0,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-06-22,Altice,Spectrum,"Houston, TX",0,5.0,1.6666666666666667,1.1547005383792517,3,2.886751345948128
2025-06-22,Altice,AT&T,"Dallas-Ft. Worth, TX",0,9.0,6.666666666666667,0.5773502691896257,3,4.04145188432738
2025-06-22,Altice,Comcast,"Austin, TX",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Antietam Broadband,Comcast,"Washington, DC",0,0.0,2.6666666666666665,0.5773502691896258,3,-4.618802153517005
2025-06-22,Astound Broadband,Spectrum,"Waco-Temple-Bryan, TX",0,5.0,1.3333333333333333,1.1547005383792517,3,3.1754264805429417
2025-06-22,Astound Broadband,CenturyLink,"Seattle-Tacoma, WA",0,5.0,0.3333333333333333,0.5773502691896258,3,8.08290376865476
2025-06-22,Astound Broadband,Comcast,"Philadelphia, PA",0,5.0,2.6666666666666665,0.5773502691896258,3,4.04145188432738
2025-06-22,Astound Broadband,Spectrum,"San Antonio, TX",0,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-22,Atlantic Broadband,Comcast,"Boston, MA",0,2.0,6.0,1.0,3,-4.0
2025-06-22,Atlantic Broadband,Comcast,"Portland-Auburn, ME",0,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-06-22,Brightspeed,Comcast,"Charlottesville, VA",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Brightspeed,AT&T,"Raleigh-Durham, NC",0,4.0,0.6666666666666666,0.5773502691896258,3,5.773502691896257
2025-06-22,Bristol Tennessee Essential Services,Spectrum,"Tri-Cities, TN-VA",0,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-22,Cable One,Comcast,"Idaho Falls-Pocatello, ID",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,CenturyLink,AT&T,"Orlando-Daytona Beach-Melbourne, FL",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Cincinnati Bell,Cox Communications,"Honolulu, HI",0,0.0,2.6666666666666665,0.5773502691896257,3,-4.618802153517006
2025-06-22,City of Longmont,Comcast,"Denver, CO",0,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-22,Comcast,Mediacom,"Ft. Myers-Naples, FL",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Comcast,AT&T,"Harrisburg-Lancaster-Lebanon-York, PA",0,5.0,3.3333333333333335,0.5773502691896258,3,2.886751345948128
2025-06-22,Comcast,Spectrum,"Detroit, MI",0,35.0,27.666666666666668,0.5773502691896255,3,12.70170592217177
2025-06-22,Comcast,Surf Internet,"South Bend-Elkhart, IN",0,3.0,0.2,0.447213595499958,5,6.26099033699941
2025-06-22,Comcast,Verizon,"Washington, DC",0,25.0,7.083333333333333,6.801849124697747,12,2.634087633848072
2025-06-22,Comcast,AT&T,"Richmond-Petersburg, VA",0,5.0,1.3333333333333333,1.1547005383792517,3,3.1754264805429417
2025-06-22,Comcast,AT&T,"Hartford & New Haven, CT",0,8.0,3.0,1.7320508075688772,3,2.886751345948129
2025-06-22,Comcast,AT&T,"Minneapolis-St. Paul, MN",0,10.0,5.333333333333333,0.5773502691896258,3,8.08290376865476
2025-06-22,Comcast,CenturyLink,"Denver, CO",0,27.0,32.666666666666664,1.5275252316519468,3,-3.7097041340118686
2025-06-22,Comcast,Lumos,"Roanoke-Lynchburg, VA",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Comcast,Spectrum,"Seattle-Tacoma, WA",0,52.0,28.333333333333332,8.386497083606084,3,2.821996648985933
2025-06-22,Comcast,AT&T,"Chattanooga, TN",0,4.0,1.2,0.8366600265340756,5,3.346640106136302
2025-06-22,Comcast,Atlantic Broadband,"Wilkes Barre-Scranton-Hazleton, PA",0,7.0,2.6666666666666665,0.5773502691896257,3,7.505553499465137
2025-06-22,Comcast,Nuvera,"Minneapolis-St. Paul, MN",0,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
