the_date,winner,loser,dma_name,day_of_week,total_wins,avg_wins,stddev_wins,n_periods,zscore
2025-07-16,Verizon,Mediacom,"Washington, DC",3,2.0,0.4,0.5477225575051662,5,2.9211869733608857
2025-07-16,Verizon,Comcast,"Pittsburgh, PA",3,13.0,7.166666666666667,2.3166067138525404,6,2.5180507759266746
2025-07-16,Verizon,Service Electric,"New York, NY",3,3.0,0.5,0.7071067811865476,10,3.5355339059327373
2025-07-16,Verizon,Altice,"Cleveland-Akron, OH",3,0.0,1.75,0.5,4,-3.5
2025-07-16,Verizon,Comcast,"Harrisburg-Lancaster-Lebanon-York, PA",3,4.0,1.3333333333333333,0.816496580927726,6,3.2659863237109046
2025-07-16,Verizon,Spectrum,"Philadelphia, PA",3,5.0,1.7647058823529411,1.200490095997562,17,2.6949777665251387
2025-07-16,Verizon FWA,Spectrum,"Reno, NV",3,5.0,1.2,1.0954451150103324,5,3.4689095308660516
2025-07-16,Verizon FWA,Spectrum,"Orlando-Daytona Beach-Melbourne, FL",3,3.0,7.833333333333333,1.7224014243685084,6,-2.8061596239711655
2025-07-16,Verizon FWA,Comcast,"Orlando-Daytona Beach-Melbourne, FL",3,7.0,4.166666666666667,0.9831920802501751,6,2.8817698903884437
2025-07-16,Verizon FWA,AT&T,"Indianapolis, IN",3,6.0,1.0,0.816496580927726,4,6.123724356957945
2025-07-16,Verizon FWA,Comcast,"Grand Rapids-Kalamazoo-Battle Creek, MI",3,3.0,0.5,0.5773502691896257,4,4.330127018922194
2025-07-16,Verizon FWA,Comcast,"Hartford & New Haven, CT",3,0.0,2.0,0.7071067811865476,5,-2.82842712474619
2025-07-16,Verizon FWA,Verizon,"Philadelphia, PA",3,3.0,1.3333333333333333,0.5163977794943223,6,3.227486121839514
2025-07-16,Verizon FWA,Spectrum,"Savannah, GA",3,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-16,Verizon FWA,Spectrum,"Toledo, OH",3,2.0,0.25,0.5,4,3.5
2025-07-16,Verizon FWA,Spectrum,"Memphis, TN",3,6.0,0.5,0.7071067811865476,2,7.7781745930520225
2025-07-16,Verizon FWA,Spectrum,"Madison, WI",3,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-07-16,Verizon FWA,Comcast,"Knoxville, TN",3,4.0,2.25,0.5,4,3.5
2025-07-16,Verizon FWA,Comcast,"Greenville-New Bern-Washington, NC",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Verizon FWA,Cox Communications,"Omaha, NE",3,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-07-16,Visionary Communications,Spectrum,"Denver, CO",3,2.0,0.6666666666666666,0.5163977794943222,6,2.5819888974716116
2025-07-16,Vyve Broadband,Spectrum,"Dallas-Ft. Worth, TX",3,2.0,0.5,0.5477225575051661,6,2.7386127875258306
2025-07-16,WOW!,Comcast,"Augusta, GA-Aiken, SC",3,2.0,0.3333333333333333,0.5163977794943223,6,3.227486121839514
2025-07-16,Windstream,Spectrum,"Minneapolis-St. Paul, MN",3,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-16,Wyyerd Communications,Cox Communications,"Denver, CO",3,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-07-17,AT&T,Spectrum,"Indianapolis, IN",4,2.0,6.5,1.0488088481701516,6,-4.290581651605165
2025-07-17,AT&T,Spectrum,"Baton Rouge, LA",4,0.0,1.1666666666666667,0.408248290463863,6,-2.8577380332470415
2025-07-17,AT&T,Cox Communications,"San Diego, CA",4,3.0,6.0,1.0954451150103321,6,-2.7386127875258306
2025-07-17,AT&T,Comcast,"Little Rock-Pine Bluff, AR",4,9.0,4.166666666666667,1.602081978759722,6,3.0169076223397364
2025-07-17,AT&T,Google Fiber,"Atlanta, GA",4,5.0,0.2,0.447213595499958,5,10.733126291998989
2025-07-17,AT&T,Verizon,"Houston, TX",4,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-17,AT&T,Verizon FWA,"San Antonio, TX",4,2.0,0.3333333333333333,0.5163977794943222,6,3.2274861218395148
2025-07-17,AT&T,Comcast,"Louisville, KY",4,3.0,0.7142857142857143,0.7559289460184545,7,3.0237157840738176
2025-07-17,AT&T,Cox Communications,"Sacramento-Stockton-Modesto, CA",4,0.0,1.5,0.5477225575051662,6,-2.73861278752583
2025-07-17,AT&T,Comcast,"Columbus-Tupelo-West Point-Houston, MS",4,2.0,0.6666666666666666,0.5163977794943223,6,2.581988897471611
2025-07-17,AT&T,Spectrum,"Grand Rapids-Kalamazoo-Battle Creek, MI",4,0.0,2.8333333333333335,0.752772652709081,6,-3.7638632635454052
2025-07-17,AT&T,Spectrum,"West Palm Beach-Ft. Pierce, FL",4,6.0,2.3333333333333335,1.0327955589886444,6,3.5502347340234657
2025-07-17,AT&T,WOW!,"Charleston, SC",4,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-17,AT&T,Verizon,"Chicago, IL",4,4.0,0.5,0.5773502691896257,4,6.062177826491071
2025-07-17,AT&T,WOW!,"Huntsville-Decatur, AL",4,2.0,0.25,0.5,4,3.5
2025-07-17,AT&T,Astound Broadband,"Houston, TX",4,0.0,1.6,0.5477225575051661,5,-2.921186973360886
2025-07-17,AT&T,Frontier,"Houston, TX",4,4.0,0.8333333333333334,0.752772652709081,6,4.206670706315452
2025-07-17,AT&T,Comcast,"Bakersfield, CA",4,0.0,1.4,0.5477225575051661,5,-2.556038601690775
2025-07-17,AT&T,Windstream,"Atlanta, GA",4,4.0,1.3333333333333333,1.0327955589886444,6,2.5819888974716116
2025-07-17,AT&T,Cox Communications,"Topeka, KS",4,2.0,0.6,0.5477225575051661,5,2.556038601690775
2025-07-17,AT&T,Altice,"Lubbock, TX",4,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-07-17,AT&T,T-Mobile FWA,"Mobile, AL-Pensacola, FL",4,1.0,0.1111111111111111,0.3333333333333333,9,2.6666666666666665
2025-07-17,AT&T,Comcast,"South Bend-Elkhart, IN",4,2.0,0.5,0.5270462766947299,10,2.846049894151541
2025-07-17,Alaska Communications Systems,Comcast,"Anchorage, AK",4,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-07-17,Allo Communications,Spectrum,"Lincoln & Hastings-Kearney, NE",4,0.0,1.1666666666666667,0.408248290463863,6,-2.8577380332470415
2025-07-17,Altice,Spectrum,"Springfield, MO",4,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-17,Altice,Verizon,"Philadelphia, PA",4,2.0,0.25,0.5,4,3.5
2025-07-17,Altice,Frontier,"Bluefield-Beckley-Oak Hill, WV",4,2.0,0.6,0.5477225575051661,5,2.556038601690775
2025-07-17,Altice,Spectrum,"Houston, TX",4,2.0,0.3333333333333333,0.5163977794943223,6,3.227486121839514
2025-07-17,Altice,Spectrum,"Phoenix, AZ",4,0.0,2.4,0.5477225575051661,5,-4.3817804600413295
2025-07-17,Altice,Spectrum,"Eureka, CA",4,2.0,0.6,0.5477225575051661,5,2.556038601690775
2025-07-17,Antietam Broadband,Spectrum,"Washington, DC",4,2.0,0.6,0.5477225575051661,5,2.556038601690775
2025-07-17,Astound Broadband,Spectrum,"San Antonio, TX",4,0.0,1.5,0.5477225575051661,6,-2.7386127875258306
2025-07-17,Astound Broadband,AT&T,"Philadelphia, PA",4,0.0,1.4,0.5477225575051661,5,-2.556038601690775
2025-07-17,Atlantic Broadband,Cox Communications,"Cleveland-Akron, OH",4,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-17,Atlantic Broadband,T-Mobile FWA,"Cleveland-Akron, OH",4,2.0,0.25,0.5,4,3.5
2025-07-17,Atlantic Broadband,Verizon,"Richmond-Petersburg, VA",4,3.0,1.0,0.7071067811865476,5,2.82842712474619
2025-07-17,Atlantic Broadband,Comcast,"Johnstown-Altoona-State College, PA",4,3.0,0.8333333333333334,0.752772652709081,6,2.8782483780053094
2025-07-17,BrightRidge,Brightspeed,"Tri-Cities, TN-VA",4,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-17,Brightspeed,Spectrum,"Dayton, OH",4,0.0,1.6666666666666667,0.5163977794943222,6,-3.2274861218395148
2025-07-17,Brightspeed,Spectrum,"St. Louis, MO",4,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-07-17,Brightspeed,Spectrum,"Green Bay-Appleton, WI",4,0.0,1.3333333333333333,0.5163977794943222,6,-2.581988897471611
2025-07-17,Buckeye,Comcast,"Toledo, OH",4,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-07-17,C Spire Fiber,AT&T,"Jackson, MS",4,4.0,1.0,0.7071067811865476,5,4.242640687119285
2025-07-17,C Spire Fiber,Comcast,"Jackson, MS",4,3.0,1.2,0.4472135954999579,5,4.024922359499621
2025-07-17,CDE Lightband,Spectrum,"Nashville, TN",4,3.0,0.5,0.5477225575051661,6,4.564354645876384
2025-07-17,Cable One,AT&T,"Greenwood-Greenville, MS",4,6.0,0.3333333333333333,0.5773502691896258,3,9.814954576223638
2025-07-17,Cable One,CenturyLink,"Idaho Falls-Pocatello, ID",4,2.0,0.4,0.5477225575051661,5,2.921186973360886
2025-07-17,Cable One,Spectrum,"St. Louis, MO",4,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-17,CenturyLink,Frontier,"Albuquerque-Santa Fe, NM",4,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-07-17,CenturyLink,Cox Communications,"Albuquerque-Santa Fe, NM",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-17,CenturyLink,Cable One,"Phoenix, AZ",4,2.0,0.3333333333333333,0.5163977794943222,6,3.2274861218395148
2025-07-17,CenturyLink,T-Mobile FWA,"Ft. Myers-Naples, FL",4,2.0,0.6,0.5477225575051662,5,2.5560386016907746
2025-07-17,CenturyLink,Google Fiber,"Des Moines-Ames, IA",4,2.0,0.25,0.5,4,3.5
2025-07-17,Cincinnati Bell,Comcast,"Honolulu, HI",4,4.0,1.1666666666666667,0.983192080250175,6,2.881769890388444
2025-07-17,Cincinnati Bell,Hotwire Fision,"Cincinnati, OH",4,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-17,Clearwave Communications,Frontier,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",4,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-17,Comcast,AT&T,"Indianapolis, IN",4,6.0,13.0,2.449489742783178,6,-2.8577380332470415
2025-07-17,Comcast,Spectrum,"Lafayette, IN",4,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-17,Comcast,Hughes,"Jacksonville, FL",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-17,Comcast,T-Mobile FWA,"Huntsville-Decatur, AL",4,2.0,0.6666666666666666,0.5163977794943222,6,2.5819888974716116
2025-07-17,Comcast,Starlink,"West Palm Beach-Ft. Pierce, FL",4,0.0,1.1666666666666667,0.408248290463863,6,-2.8577380332470415
2025-07-17,Comcast,Cable One,"Houston, TX",4,5.0,1.5,1.378404875209022,6,2.539166875385041
2025-07-17,Comcast,Atlantic Broadband,"Pittsburgh, PA",4,3.0,1.1428571428571428,0.6900655593423541,7,2.691255681435182
2025-07-17,Comcast,Hotwire Fision,"New York, NY",4,2.0,0.8333333333333334,0.408248290463863,6,2.8577380332470406
2025-07-17,Comcast,T-Mobile FWA,"Flint-Saginaw-Bay City, MI",4,0.0,1.1666666666666667,0.408248290463863,6,-2.8577380332470415
2025-07-17,Comcast,Metronet,"Grand Rapids-Kalamazoo-Battle Creek, MI",4,0.0,1.4,0.5477225575051661,5,-2.556038601690775
2025-07-17,Comcast,CenturyLink,"Portland, OR",4,13.0,4.25,2.527125567985025,12,3.4624318280221877
2025-07-17,Comcast,Verizon FWA,"Harrisonburg, VA",4,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-17,Comcast,Verizon FWA,"Roanoke-Lynchburg, VA",4,2.0,0.2,0.447213595499958,5,4.024922359499621
2025-07-17,Comcast,Verizon FWA,"Detroit, MI",4,1.0,3.1666666666666665,0.752772652709081,6,-2.8782483780053094
2025-07-17,Comcast,AT&T,"Monroe, LA-El Dorado, AR",4,3.0,0.8,0.4472135954999579,5,4.919349550499538
2025-07-17,Comcast,Altice,"Ft. Myers-Naples, FL",4,4.0,1.0,0.7071067811865476,5,4.242640687119285
2025-07-17,Comcast,Cox Communications,"Indianapolis, IN",4,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-17,Comcast,Ziply Fiber,"Spokane, WA",4,0.0,1.75,0.5,4,-3.5
2025-07-17,Comcast,Summit Broadband,"Ft. Myers-Naples, FL",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-17,Comcast,Spectrum,"Peoria-Bloomington, IL",4,3.0,1.0,0.7071067811865476,5,2.82842712474619
2025-07-17,Comcast,Verizon FWA,"Knoxville, TN",4,2.0,0.16666666666666666,0.408248290463863,6,4.490731195102493
2025-07-17,Comcast,Verizon FWA,"Washington, DC",4,2.0,0.4666666666666667,0.5163977794943222,15,2.969287232092353
2025-07-17,Comcast,Verizon,"San Francisco-Oakland-San Jose, CA",4,6.0,2.3333333333333335,1.0327955589886444,6,3.5502347340234657
2025-07-17,Comcast,UTOPIA Fiber,"Salt Lake City, UT",4,3.0,0.8,0.8366600265340756,5,2.6295029405356662
2025-07-17,Comcast,CenturyLink,"West Palm Beach-Ft. Pierce, FL",4,0.0,2.0,0.7071067811865476,5,-2.82842712474619
2025-07-17,Comcast,Service Electric,"Harrisburg-Lancaster-Lebanon-York, PA",4,3.0,1.0,0.6324555320336759,6,3.162277660168379
2025-07-17,Comcast,Altice,"Jacksonville, FL",4,4.0,1.25,0.5,4,5.5
2025-07-17,Comcast,Surf Internet,"South Bend-Elkhart, IN",4,2.0,0.09090909090909091,0.30151134457776363,11,6.331738236133036
2025-07-17,Comcast,Mediacom,"Washington, DC",4,3.0,1.0,0.7071067811865476,9,2.82842712474619
2025-07-17,Comcast,Mediacom,"Nashville, TN",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-17,Comcast,AT&T,"Ft. Wayne, IN",4,0.0,1.5,0.5477225575051661,6,-2.7386127875258306
2025-07-17,Consolidated,AT&T,"Houston, TX",4,0.0,2.1666666666666665,0.752772652709081,6,-2.8782483780053094
2025-07-17,Cox Communications,AT&T,"Las Vegas, NV",4,10.0,4.333333333333333,2.160246899469287,6,2.6231569493555624
2025-07-17,Cox Communications,Spectrum,"Oklahoma City, OK",4,4.0,1.0,0.6324555320336759,6,4.743416490252569
2025-07-17,Cox Communications,Ziply Fiber,"Phoenix, AZ",4,2.0,0.5,0.5477225575051661,6,2.7386127875258306
2025-07-17,Cox Communications,CenturyLink,"Omaha, NE",4,4.0,1.1111111111111112,1.0540925533894598,9,2.7406406388125952
2025-07-17,Cox Communications,T-Mobile FWA,"Los Angeles, CA",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-17,Cox Communications,IdeaTek,"Wichita-Hutchinson, KS Plus",4,3.0,0.5,0.5477225575051661,6,4.564354645876384
2025-07-17,Cox Communications,AT&T,"Phoenix, AZ",4,11.0,6.0,1.0954451150103324,6,4.564354645876383
2025-07-17,Cox Communications,AT&T,"Mobile, AL-Pensacola, FL",4,7.0,2.8333333333333335,1.329160135825126,6,3.1348116410969937
2025-07-17,Cox Communications,Google Fiber,"Phoenix, AZ",4,4.0,0.8333333333333334,0.752772652709081,6,4.206670706315452
2025-07-17,Cox Communications,Frontier,"Providence, RI-New Bedford, MA",4,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-17,Cox Communications,Altice,"Las Vegas, NV",4,3.0,0.25,0.5,4,5.5
2025-07-17,Cox Communications,Verizon FWA,"Tucson, AZ",4,2.0,0.5,0.5477225575051661,6,2.7386127875258306
2025-07-17,Cox Communications,Spectrum,"Omaha, NE",4,5.0,1.2222222222222223,0.9718253158075502,9,3.8873012632301998
2025-07-17,DTC Communications,Spectrum,"Nashville, TN",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-17,Dobson Fiber,Windstream,"Oklahoma City, OK",4,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-07-17,Ellijay Telephone,AT&T,"Atlanta, GA",4,2.0,0.25,0.5,4,3.5
2025-07-17,Empire Access,Comcast,"Wilkes Barre-Scranton-Hazleton, PA",4,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-07-17,Ezee Fiber,Comcast,"Houston, TX",4,4.0,12.333333333333334,2.8751811537130436,6,-2.8983680985010514
2025-07-17,Frontier,Altice,"Clarksburg-Weston, WV",4,3.0,1.25,0.5,4,3.5
2025-07-17,Frontier,Comcast,"Houston, TX",4,0.0,5.833333333333333,2.136976056643281,6,-2.7297139409676943
2025-07-17,Frontier,Spectrum,"Los Angeles, CA",4,66.0,47.333333333333336,7.174027227901121,6,2.601978787321651
2025-07-17,Frontier,Comcast,"Clarksburg-Weston, WV",4,2.0,0.5,0.5477225575051661,6,2.7386127875258306
2025-07-17,Frontier,Spectrum,"Knoxville, TN",4,6.0,2.3333333333333335,1.0327955589886444,6,3.5502347340234657
2025-07-17,Frontier,Spectrum,"Flint-Saginaw-Bay City, MI",4,0.0,2.25,0.5,4,-4.5
2025-07-17,Frontier,Verizon FWA,"Los Angeles, CA",4,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-07-17,Frontier,T-Mobile FWA,"New York, NY",4,2.0,0.4,0.5477225575051661,5,2.921186973360886
2025-07-17,Frontier,WOW!,"Tampa-St. Petersburg, FL",4,0.0,2.0,0.7071067811865476,5,-2.82842712474619
2025-07-17,Frontier,Comcast,"Lansing, MI",4,3.0,0.6,0.5477225575051661,5,4.3817804600413295
2025-07-17,Frontier,Verizon FWA,"Tampa-St. Petersburg, FL",4,0.0,1.8333333333333333,0.408248290463863,6,-4.490731195102493
2025-07-17,General Communications,Spectrum,"Anchorage, AK",4,3.0,1.5,0.5477225575051662,6,2.73861278752583
2025-07-17,GoNetspeed,Spectrum,"Rochester, NY",4,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-17,Google Fiber,Comcast,"Austin, TX",4,0.0,1.5,0.5477225575051662,6,-2.73861278752583
2025-07-17,Google Fiber,Spectrum,"San Antonio, TX",4,2.0,11.0,3.4058772731852804,6,-2.6424909878161653
2025-07-17,Google Fiber,Cox Communications,"Salt Lake City, UT",4,0.0,1.1666666666666667,0.408248290463863,6,-2.8577380332470415
2025-07-17,Horry,Spectrum,"Myrtle Beach-Florence, SC",4,1.0,5.666666666666667,1.8618986725025255,6,-2.5064020591380154
2025-07-17,Mediacom,CenturyLink,"Des Moines-Ames, IA",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-17,Mediacom,Spectrum,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",4,3.0,0.625,0.7440238091428449,8,3.1921021489031736
2025-07-17,Mediacom,AT&T,"Tallahassee, FL-Thomasville, GA",4,2.0,0.6,0.5477225575051662,5,2.5560386016907746
2025-07-17,Metronet,AT&T,"Indianapolis, IN",4,2.0,0.25,0.5,4,3.5
2025-07-17,Metronet,Spectrum,"Lexington, KY",4,1.0,3.3333333333333335,0.5163977794943222,6,-4.518480570575321
2025-07-17,Metronet,Comcast,"Minneapolis-St. Paul, MN",4,2.0,0.2,0.447213595499958,5,4.024922359499621
2025-07-17,Metronet,Comcast,"Colorado Springs-Pueblo, CO",4,3.0,0.8,0.8366600265340756,5,2.6295029405356662
2025-07-17,Midcontinent,Spectrum,"Minot-Bismarck-Dickinson, ND",4,2.0,0.2,0.447213595499958,5,4.024922359499621
2025-07-17,Millennium Telcom,Cox Communications,"Omaha, NE",4,0.0,1.1666666666666667,0.408248290463863,6,-2.8577380332470415
2025-07-17,Norvado,Brightspeed,"Minneapolis-St. Paul, MN",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-17,Oklahoma Electric Cooperative,Cox Communications,"Oklahoma City, OK",4,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-07-17,Paul Bunyan Communications,Comcast,"Duluth, MN-Superior, WI",4,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-07-17,REV Broadband,AT&T,"Baton Rouge, LA",4,2.0,0.6,0.5477225575051661,5,2.556038601690775
2025-07-17,Shentel,Comcast,"Harrisonburg, VA",4,2.0,0.4,0.5477225575051661,5,2.921186973360886
2025-07-17,Sonic,T-Mobile FWA,"San Francisco-Oakland-San Jose, CA",4,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-07-17,Spectrum,Altice,"St. Louis, MO",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-17,Spectrum,AT&T,"Waco-Temple-Bryan, TX",4,6.0,3.3333333333333335,0.816496580927726,6,3.265986323710904
2025-07-17,Spectrum,Comcast,"San Antonio, TX",4,15.0,6.5,2.16794833886788,6,3.9207576341227615
2025-07-17,Spectrum,AT&T,"Greensboro-High Point-Winston Salem, NC",4,8.0,4.5,1.378404875209022,6,2.539166875385041
2025-07-17,Spectrum,Comcast,"Charleston-Huntington, WV",4,2.0,0.8571428571428571,0.37796447300922725,7,3.0237157840738176
2025-07-17,Spectrum,Comcast,"Duluth, MN-Superior, WI",4,2.0,0.6,0.5477225575051662,5,2.5560386016907746
2025-07-17,Spectrum,Altice,"Tampa-St. Petersburg, FL",4,13.0,3.0,1.8973665961010275,6,5.270462766947299
2025-07-17,Spectrum,Empire Access,"Elmira, NY",4,2.0,0.8333333333333334,0.408248290463863,6,2.8577380332470406
2025-07-17,Spectrum,Comcast,"Binghamton, NY",4,3.0,0.8,0.8366600265340756,5,2.6295029405356662
2025-07-17,Spectrum,Astound Broadband,"Tampa-St. Petersburg, FL",4,2.0,0.6666666666666666,0.5163977794943222,6,2.5819888974716116
2025-07-17,Spectrum,T-Mobile FWA,"Syracuse, NY",4,5.0,0.6666666666666666,0.816496580927726,6,5.307227776030219
2025-07-17,Spectrum,Rise Broadband,"San Antonio, TX",4,2.0,0.16666666666666666,0.408248290463863,6,4.490731195102493
2025-07-17,Spectrum,Starlink,"Charlotte, NC",4,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-07-17,Spectrum,Frontier,"Flint-Saginaw-Bay City, MI",4,3.0,0.8333333333333334,0.752772652709081,6,2.8782483780053094
2025-07-17,Spectrum,Comcast,"Lincoln & Hastings-Kearney, NE",4,0.0,1.6,0.5477225575051662,5,-2.9211869733608857
2025-07-17,Spectrum,Wire 3,"Orlando-Daytona Beach-Melbourne, FL",4,2.0,0.6666666666666666,0.5163977794943222,6,2.5819888974716116
2025-07-17,Spectrum,Metronet,"Dayton, OH",4,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-17,Spectrum,Starlink,"Orlando-Daytona Beach-Melbourne, FL",4,3.0,0.6666666666666666,0.5163977794943222,6,4.518480570575321
2025-07-17,Spectrum,Comcast,"Rochester, NY",4,2.0,3.5,0.5477225575051661,6,-2.7386127875258306
2025-07-17,Spectrum,T-Mobile FWA,"Green Bay-Appleton, WI",4,3.0,0.3333333333333333,0.5163977794943223,6,5.1639777949432215
2025-07-17,Spectrum,Comcast,"Yakima-Pasco-Richland-Kennewick, WA",4,5.0,1.75,1.0350983390135313,8,3.139798295007712
2025-07-17,Spectrum,Frontier,"Wichita-Hutchinson, KS Plus",4,3.0,0.6666666666666666,0.816496580927726,6,2.8577380332470415
2025-07-17,Spectrum,Comcast,"Evansville, IN",4,3.0,1.3846153846153846,0.5063696835418333,13,3.19012900631355
2025-07-17,Spectrum,Comcast,"Bakersfield, CA",4,1.0,3.3333333333333335,0.5163977794943222,6,-4.518480570575321
2025-07-17,Spectrum,Farmers Telephone (SC),"Myrtle Beach-Florence, SC",4,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-17,Spectrum,Verizon FWA,"Flint-Saginaw-Bay City, MI",4,3.0,0.6666666666666666,0.816496580927726,6,2.8577380332470415
2025-07-17,Spectrum,Altice,"Albany-Schenectady-Troy, NY",4,0.0,1.4285714285714286,0.5345224838248488,7,-2.6726124191242437
2025-07-17,Spectrum,Brightspeed,"Youngstown, OH",4,2.0,0.5,0.5477225575051661,6,2.7386127875258306
2025-07-17,Spectrum,Comporium,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",4,0.0,1.4,0.5477225575051661,5,-2.556038601690775
2025-07-17,Spectrum,Hughes,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-17,Spectrum,Google Fiber,"Austin, TX",4,5.0,2.1666666666666665,0.983192080250175,6,2.8817698903884446
2025-07-17,Spectrum,Cable One,"St. Louis, MO",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-17,Spectrum,CenturyLink,"Yakima-Pasco-Richland-Kennewick, WA",4,0.0,1.5714285714285714,0.5345224838248488,7,-2.939873661036668
2025-07-17,Spectrum,Altice,"Columbus, OH",4,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-07-17,Starlink,Comcast,"Sacramento-Stockton-Modesto, CA",4,2.0,0.6,0.5477225575051661,5,2.556038601690775
